ENSG00000000005	ENSMMUG00000008212
ENSG00000051620	ENSMMUG00000000122
ENSG00000051825	ENSMMUG00000019678
ENSG00000052126	ENSMMUG00000016550
ENSG00000052723	ENSMMUG00000001973
ENSG00000052749	ENSMMUG00000019634
ENSG00000052795	ENSMMUG00000030046
ENSG00000052802	ENSMMUG00000056040
ENSG00000052841	ENSMMUG00000000844
ENSG00000052850	ENSMMUG00000049355
ENSG00000053108	ENSMMUG00000003062
ENSG00000053254	ENSMMUG00000019898
ENSG00000053328	ENSMMUG00000008184
ENSG00000053371	ENSMMUG00000006697
ENSG00000053372	ENSMMUG00000017660
ENSG00000053372	ENSMMUG00000064473
ENSG00000053438	ENSMMUG00000019174
ENSG00000053501	ENSMMUG00000057690
ENSG00000053524	ENSMMUG00000001456
ENSG00000053702	ENSMMUG00000007424
ENSG00000053747	ENSMMUG00000004321
ENSG00000053770	ENSMMUG00000018279
ENSG00000053900	ENSMMUG00000004458
ENSG00000053918	ENSMMUG00000007742
ENSG00000054116	ENSMMUG00000022499
ENSG00000054118	ENSMMUG00000014622
ENSG00000054148	ENSMMUG00000005047
ENSG00000054179	ENSMMUG00000005056
ENSG00000054267	ENSMMUG00000007141
ENSG00000054277	ENSMMUG00000005669
ENSG00000054282	ENSMMUG00000019994
ENSG00000054356	ENSMMUG00000012008
ENSG00000054392	ENSMMUG00000016099
ENSG00000054523	ENSMMUG00000002171
ENSG00000054598	ENSMMUG00000005778
ENSG00000054611	ENSMMUG00000003764
ENSG00000054654	ENSMMUG00000001008
ENSG00000054690	ENSMMUG00000021326
ENSG00000054793	ENSMMUG00000000918
ENSG00000054796	ENSMMUG00000050707
ENSG00000054803	ENSMMUG00000006005
ENSG00000054938	ENSMMUG00000020644
ENSG00000054965	ENSMMUG00000003142
ENSG00000054967	ENSMMUG00000003140
ENSG00000054983	ENSMMUG00000017261
ENSG00000055044	ENSMMUG00000000582
ENSG00000055070	ENSMMUG00000045364
ENSG00000055118	ENSMMUG00000020436
ENSG00000055130	ENSMMUG00000017541
ENSG00000055147	ENSMMUG00000011988
ENSG00000055163	ENSMMUG00000010997
ENSG00000055208	ENSMMUG00000014995
ENSG00000055211	ENSMMUG00000015161
ENSG00000055332	ENSMMUG00000037522
ENSG00000055483	ENSMMUG00000005352
ENSG00000055609	ENSMMUG00000007212
ENSG00000055732	ENSMMUG00000005361
ENSG00000055813	ENSMMUG00000015888
ENSG00000055917	ENSMMUG00000023181
ENSG00000055950	ENSMMUG00000010679
ENSG00000055955	ENSMMUG00000014523
ENSG00000055957	ENSMMUG00000014520
ENSG00000056050	ENSMMUG00000010232
ENSG00000056097	ENSMMUG00000001317
ENSG00000056277	ENSMMUG00000015609
ENSG00000056291	ENSMMUG00000018536
ENSG00000056487	ENSMMUG00000001580
ENSG00000056558	ENSMMUG00000041498
ENSG00000056586	ENSMMUG00000021134
ENSG00000056736	ENSMMUG00000019267
ENSG00000056736	ENSMMUG00000057104
ENSG00000056972	ENSMMUG00000002174
ENSG00000056998	ENSMMUG00000003932
ENSG00000057019	ENSMMUG00000017438
ENSG00000057149	ENSMMUG00000042415
ENSG00000057149	ENSMMUG00000058384
ENSG00000057252	ENSMMUG00000003768
ENSG00000057294	ENSMMUG00000000595
ENSG00000057468	ENSMMUG00000000875
ENSG00000057593	ENSMMUG00000001036
ENSG00000057608	ENSMMUG00000013182
ENSG00000057657	ENSMMUG00000021401
ENSG00000057663	ENSMMUG00000019679
ENSG00000057704	ENSMMUG00000018242
ENSG00000057757	ENSMMUG00000019554
ENSG00000057935	ENSMMUG00000020744
ENSG00000058056	ENSMMUG00000003594
ENSG00000058063	ENSMMUG00000019323
ENSG00000058085	ENSMMUG00000001479
ENSG00000058091	ENSMMUG00000007470
ENSG00000058262	ENSMMUG00000018661
ENSG00000058272	ENSMMUG00000019214
ENSG00000058335	ENSMMUG00000064827
ENSG00000058404	ENSMMUG00000002433
ENSG00000058453	ENSMMUG00000007315
ENSG00000058600	ENSMMUG00000002257
ENSG00000058668	ENSMMUG00000021116
ENSG00000058673	ENSMMUG00000010539
ENSG00000058729	ENSMMUG00000000307
ENSG00000058804	ENSMMUG00000003546
ENSG00000058866	ENSMMUG00000021972
ENSG00000059122	ENSMMUG00000015884
ENSG00000059145	ENSMMUG00000012440
ENSG00000059377	ENSMMUG00000004222
ENSG00000059378	ENSMMUG00000004224
ENSG00000059573	ENSMMUG00000003102
ENSG00000059588	ENSMMUG00000021703
ENSG00000059691	ENSMMUG00000011048
ENSG00000059728	ENSMMUG00000010226
ENSG00000059758	ENSMMUG00000015902
ENSG00000059769	ENSMMUG00000023304
ENSG00000059804	ENSMMUG00000046124
ENSG00000059915	ENSMMUG00000002993
ENSG00000060069	ENSMMUG00000009151
ENSG00000060138	ENSMMUG00000022469
ENSG00000060140	ENSMMUG00000015484
ENSG00000060237	ENSMMUG00000018650
ENSG00000060339	ENSMMUG00000016652
ENSG00000060491	ENSMMUG00000016856
ENSG00000060558	ENSMMUG00000047845
ENSG00000060566	ENSMMUG00000019954
ENSG00000060642	ENSMMUG00000012700
ENSG00000060656	ENSMMUG00000015661
ENSG00000060688	ENSMMUG00000019406
ENSG00000060709	ENSMMUG00000009048
ENSG00000060718	ENSMMUG00000004103
ENSG00000060749	ENSMMUG00000001536
ENSG00000060762	ENSMMUG00000011739
ENSG00000060971	ENSMMUG00000000990
ENSG00000060982	ENSMMUG00000012223
ENSG00000061273	ENSMMUG00000021655
ENSG00000061337	ENSMMUG00000017711
ENSG00000061455	ENSMMUG00000052656
ENSG00000061492	ENSMMUG00000022937
ENSG00000061656	ENSMMUG00000020959
ENSG00000061676	ENSMMUG00000014397
ENSG00000061794	ENSMMUG00000063176
ENSG00000061918	ENSMMUG00000005447
ENSG00000061936	ENSMMUG00000020343
ENSG00000061938	ENSMMUG00000000972
ENSG00000061987	ENSMMUG00000000956
ENSG00000062038	ENSMMUG00000010393
ENSG00000062096	ENSMMUG00000000443
ENSG00000062194	ENSMMUG00000014647
ENSG00000062282	ENSMMUG00000000185
ENSG00000062370	ENSMMUG00000012802
ENSG00000062485	ENSMMUG00000002483
ENSG00000062524	ENSMMUG00000008170
ENSG00000062598	ENSMMUG00000015064
ENSG00000062650	ENSMMUG00000003924
ENSG00000062716	ENSMMUG00000048926
ENSG00000062725	ENSMMUG00000016566
ENSG00000062822	ENSMMUG00000021525
ENSG00000063015	ENSMMUG00000021557
ENSG00000063046	ENSMMUG00000001062
ENSG00000063046	ENSMMUG00000063977
ENSG00000063127	ENSMMUG00000014787
ENSG00000063169	ENSMMUG00000019356
ENSG00000063176	ENSMMUG00000022159
ENSG00000063180	ENSMMUG00000022161
ENSG00000063241	ENSMMUG00000012704
ENSG00000063244	ENSMMUG00000004810
ENSG00000063245	ENSMMUG00000004811
ENSG00000063322	ENSMMUG00000005554
ENSG00000063438	ENSMMUG00000000752
ENSG00000063515	ENSMMUG00000020988
ENSG00000063601	ENSMMUG00000016607
ENSG00000063660	ENSMMUG00000056083
ENSG00000063761	ENSMMUG00000023627
ENSG00000063854	ENSMMUG00000000737
ENSG00000063978	ENSMMUG00000007948
ENSG00000064012	ENSMMUG00000031296
ENSG00000064042	ENSMMUG00000007805
ENSG00000064102	ENSMMUG00000006466
ENSG00000064115	ENSMMUG00000003217
ENSG00000064195	ENSMMUG00000000157
ENSG00000064199	ENSMMUG00000008480
ENSG00000064201	ENSMMUG00000001324
ENSG00000064205	ENSMMUG00000045256
ENSG00000064218	ENSMMUG00000044083
ENSG00000064225	ENSMMUG00000017436
ENSG00000064270	ENSMMUG00000013542
ENSG00000064300	ENSMMUG00000014603
ENSG00000064309	ENSMMUG00000007628
ENSG00000064313	ENSMMUG00000014702
ENSG00000064393	ENSMMUG00000002481
ENSG00000064419	ENSMMUG00000004311
ENSG00000064490	ENSMMUG00000010722
ENSG00000064545	ENSMMUG00000018367
ENSG00000064547	ENSMMUG00000000654
ENSG00000064601	ENSMMUG00000009960
ENSG00000064607	ENSMMUG00000019665
ENSG00000064651	ENSMMUG00000011214
ENSG00000064655	ENSMMUG00000010769
ENSG00000064666	ENSMMUG00000015306
ENSG00000064687	ENSMMUG00000015303
ENSG00000064692	ENSMMUG00000009997
ENSG00000064703	ENSMMUG00000014489
ENSG00000064726	ENSMMUG00000041714
ENSG00000064763	ENSMMUG00000015810
ENSG00000064787	ENSMMUG00000020082
ENSG00000064835	ENSMMUG00000016244
ENSG00000064886	ENSMMUG00000002455
ENSG00000064932	ENSMMUG00000010886
ENSG00000064933	ENSMMUG00000014318
ENSG00000064961	ENSMMUG00000018096
ENSG00000064989	ENSMMUG00000009447
ENSG00000064995	ENSMMUG00000021715
ENSG00000064999	ENSMMUG00000021718
ENSG00000065000	ENSMMUG00000015663
ENSG00000065029	ENSMMUG00000023559
ENSG00000065054	ENSMMUG00000002806
ENSG00000065057	ENSMMUG00000002807
ENSG00000065060	ENSMMUG00000021712
ENSG00000065135	ENSMMUG00000005818
ENSG00000065150	ENSMMUG00000013531
ENSG00000065154	ENSMMUG00000010485
ENSG00000065183	ENSMMUG00000008513
ENSG00000065243	ENSMMUG00000020588
ENSG00000065268	ENSMMUG00000002638
ENSG00000065308	ENSMMUG00000013718
ENSG00000065320	ENSMMUG00000055290
ENSG00000065325	ENSMMUG00000018090
ENSG00000065328	ENSMMUG00000005602
ENSG00000065357	ENSMMUG00000018814
ENSG00000065361	ENSMMUG00000020758
ENSG00000065413	ENSMMUG00000022425
ENSG00000065427	ENSMMUG00000005754
ENSG00000065457	ENSMMUG00000005751
ENSG00000065485	ENSMMUG00000007696
ENSG00000065491	ENSMMUG00000022008
ENSG00000065518	ENSMMUG00000001592
ENSG00000065526	ENSMMUG00000008026
ENSG00000065534	ENSMMUG00000014818
ENSG00000065548	ENSMMUG00000017248
ENSG00000065559	ENSMMUG00000019842
ENSG00000065600	ENSMMUG00000002141
ENSG00000065609	ENSMMUG00000016703
ENSG00000065613	ENSMMUG00000015324
ENSG00000065615	ENSMMUG00000009585
ENSG00000065618	ENSMMUG00000015325
ENSG00000065621	ENSMMUG00000062166
ENSG00000065675	ENSMMUG00000020776
ENSG00000065717	ENSMMUG00000002913
ENSG00000065802	ENSMMUG00000009511
ENSG00000065809	ENSMMUG00000017169
ENSG00000065833	ENSMMUG00000012592
ENSG00000065882	ENSMMUG00000000237
ENSG00000065883	ENSMMUG00000018064
ENSG00000065911	ENSMMUG00000009739
ENSG00000065923	ENSMMUG00000003897
ENSG00000065970	ENSMMUG00000015256
ENSG00000065978	ENSMMUG00000013136
ENSG00000065989	ENSMMUG00000016122
ENSG00000066027	ENSMMUG00000019771
ENSG00000066032	ENSMMUG00000000293
ENSG00000066044	ENSMMUG00000006544
ENSG00000066056	ENSMMUG00000010660
ENSG00000066084	ENSMMUG00000010565
ENSG00000066117	ENSMMUG00000006531
ENSG00000066135	ENSMMUG00000012479
ENSG00000066136	ENSMMUG00000014970
ENSG00000066185	ENSMMUG00000001034
ENSG00000066230	ENSMMUG00000003789
ENSG00000066248	ENSMMUG00000012216
ENSG00000066279	ENSMMUG00000000245
ENSG00000066294	ENSMMUG00000015470
ENSG00000066336	ENSMMUG00000015606
ENSG00000066379	ENSMMUG00000012120
ENSG00000066382	ENSMMUG00000017592
ENSG00000066405	ENSMMUG00000009636
ENSG00000066422	ENSMMUG00000015060
ENSG00000066427	ENSMMUG00000021276
ENSG00000066455	ENSMMUG00000015169
ENSG00000066468	ENSMMUG00000009594
ENSG00000066557	ENSMMUG00000021921
ENSG00000066583	ENSMMUG00000057243
ENSG00000066629	ENSMMUG00000011706
ENSG00000066651	ENSMMUG00000004293
ENSG00000066654	ENSMMUG00000004225
ENSG00000066735	ENSMMUG00000009477
ENSG00000066739	ENSMMUG00000003658
ENSG00000066777	ENSMMUG00000014424
ENSG00000066813	ENSMMUG00000009003
ENSG00000066827	ENSMMUG00000004918
ENSG00000066855	ENSMMUG00000011263
ENSG00000066923	ENSMMUG00000018405
ENSG00000066926	ENSMMUG00000022568
ENSG00000066933	ENSMMUG00000019278
ENSG00000067048	ENSMMUG00000043966
ENSG00000067057	ENSMMUG00000059177
ENSG00000067064	ENSMMUG00000017115
ENSG00000067066	ENSMMUG00000016575
ENSG00000067082	ENSMMUG00000010696
ENSG00000067113	ENSMMUG00000030099
ENSG00000067141	ENSMMUG00000009584
ENSG00000067167	ENSMMUG00000001516
ENSG00000067177	ENSMMUG00000007593
ENSG00000067182	ENSMMUG00000000377
ENSG00000067191	ENSMMUG00000000289
ENSG00000067208	ENSMMUG00000005070
ENSG00000067221	ENSMMUG00000002568
ENSG00000067225	ENSMMUG00000040343
ENSG00000067225	ENSMMUG00000042063
ENSG00000067248	ENSMMUG00000010376
ENSG00000067334	ENSMMUG00000008435
ENSG00000067365	ENSMMUG00000006900
ENSG00000067369	ENSMMUG00000017078
ENSG00000067445	ENSMMUG00000008422
ENSG00000067533	ENSMMUG00000004070
ENSG00000067560	ENSMMUG00000047476
ENSG00000067596	ENSMMUG00000012071
ENSG00000067606	ENSMMUG00000018911
ENSG00000067646	ENSMMUG00000046378
ENSG00000067704	ENSMMUG00000007783
ENSG00000067715	ENSMMUG00000005530
ENSG00000067798	ENSMMUG00000021329
ENSG00000067829	ENSMMUG00000003374
ENSG00000067836	ENSMMUG00000017946
ENSG00000067840	ENSMMUG00000003377
ENSG00000067842	ENSMMUG00000011478
ENSG00000067900	ENSMMUG00000004656
ENSG00000067955	ENSMMUG00000058815
ENSG00000067992	ENSMMUG00000012819
ENSG00000068001	ENSMMUG00000006994
ENSG00000068024	ENSMMUG00000006077
ENSG00000068028	ENSMMUG00000006996
ENSG00000068078	ENSMMUG00000019945
ENSG00000068079	ENSMMUG00000015999
ENSG00000068097	ENSMMUG00000007671
ENSG00000068120	ENSMMUG00000009886
ENSG00000068137	ENSMMUG00000006086
ENSG00000068305	ENSMMUG00000018122
ENSG00000068308	ENSMMUG00000004558
ENSG00000068323	ENSMMUG00000023494
ENSG00000068354	ENSMMUG00000018335
ENSG00000068366	ENSMMUG00000004188
ENSG00000068383	ENSMMUG00000003802
ENSG00000068394	ENSMMUG00000020557
ENSG00000068400	ENSMMUG00000020059
ENSG00000068438	ENSMMUG00000018894
ENSG00000068489	ENSMMUG00000003390
ENSG00000068615	ENSMMUG00000020930
ENSG00000068650	ENSMMUG00000013625
ENSG00000068654	ENSMMUG00000015815
ENSG00000068697	ENSMMUG00000001582
ENSG00000068724	ENSMMUG00000003310
ENSG00000068745	ENSMMUG00000014730
ENSG00000068784	ENSMMUG00000003490
ENSG00000068796	ENSMMUG00000000399
ENSG00000068831	ENSMMUG00000022598
ENSG00000068878	ENSMMUG00000008104
ENSG00000068885	ENSMMUG00000017282
ENSG00000068903	ENSMMUG00000023640
ENSG00000068912	ENSMMUG00000010640
ENSG00000068971	ENSMMUG00000041101
ENSG00000068976	ENSMMUG00000022604
ENSG00000068985	ENSMMUG00000017015
ENSG00000069011	ENSMMUG00000052860
ENSG00000069018	ENSMMUG00000000342
ENSG00000069020	ENSMMUG00000005357
ENSG00000069122	ENSMMUG00000023002
ENSG00000069188	ENSMMUG00000019970
ENSG00000069206	ENSMMUG00000007909
ENSG00000069248	ENSMMUG00000022091
ENSG00000069275	ENSMMUG00000055835
ENSG00000069329	ENSMMUG00000011940
ENSG00000069345	ENSMMUG00000002247
ENSG00000069399	ENSMMUG00000055187
ENSG00000069424	ENSMMUG00000016837
ENSG00000069431	ENSMMUG00000020806
ENSG00000069482	ENSMMUG00000064140
ENSG00000069493	ENSMMUG00000015293
ENSG00000069509	ENSMMUG00000003505
ENSG00000069535	ENSMMUG00000019492
ENSG00000069667	ENSMMUG00000018192
ENSG00000069696	ENSMMUG00000002658
ENSG00000069702	ENSMMUG00000001742
ENSG00000069764	ENSMMUG00000054410
ENSG00000069812	ENSMMUG00000022882
ENSG00000069869	ENSMMUG00000008112
ENSG00000069943	ENSMMUG00000010797
ENSG00000069956	ENSMMUG00000029652
ENSG00000069966	ENSMMUG00000017374
ENSG00000069974	ENSMMUG00000020694
ENSG00000069998	ENSMMUG00000031124
ENSG00000070010	ENSMMUG00000031106
ENSG00000070018	ENSMMUG00000023317
ENSG00000070019	ENSMMUG00000057471
ENSG00000070031	ENSMMUG00000057360
ENSG00000070047	ENSMMUG00000004012
ENSG00000070061	ENSMMUG00000019357
ENSG00000070081	ENSMMUG00000005895
ENSG00000070087	ENSMMUG00000037625
ENSG00000070087	ENSMMUG00000049324
ENSG00000070159	ENSMMUG00000001250
ENSG00000070182	ENSMMUG00000019172
ENSG00000070190	ENSMMUG00000006829
ENSG00000070193	ENSMMUG00000047162
ENSG00000070214	ENSMMUG00000015024
ENSG00000070269	ENSMMUG00000020885
ENSG00000070366	ENSMMUG00000023161
ENSG00000070367	ENSMMUG00000018278
ENSG00000070371	ENSMMUG00000005432
ENSG00000070388	ENSMMUG00000055423
ENSG00000070404	ENSMMUG00000056220
ENSG00000070413	ENSMMUG00000019925
ENSG00000070423	ENSMMUG00000008672
ENSG00000070444	ENSMMUG00000022004
ENSG00000070476	ENSMMUG00000004195
ENSG00000070495	ENSMMUG00000022411
ENSG00000070501	ENSMMUG00000065244
ENSG00000070526	ENSMMUG00000022408
ENSG00000070540	ENSMMUG00000007309
ENSG00000070601	ENSMMUG00000005902
ENSG00000070610	ENSMMUG00000016331
ENSG00000070669	ENSMMUG00000019157
ENSG00000070718	ENSMMUG00000014431
ENSG00000070729	ENSMMUG00000022668
ENSG00000070731	ENSMMUG00000022273
ENSG00000070748	ENSMMUG00000004692
ENSG00000070756	ENSMMUG00000017786
ENSG00000070759	ENSMMUG00000020083
ENSG00000070761	ENSMMUG00000015891
ENSG00000070770	ENSMMUG00000015892
ENSG00000070778	ENSMMUG00000009575
ENSG00000070785	ENSMMUG00000005342
ENSG00000070808	ENSMMUG00000011563
ENSG00000070814	ENSMMUG00000009111
ENSG00000070831	ENSMMUG00000022009
ENSG00000070882	ENSMMUG00000016939
ENSG00000070886	ENSMMUG00000020754
ENSG00000070915	ENSMMUG00000004812
ENSG00000070950	ENSMMUG00000020013
ENSG00000070961	ENSMMUG00000023378
ENSG00000070985	ENSMMUG00000004773
ENSG00000071051	ENSMMUG00000001390
ENSG00000071054	ENSMMUG00000010811
ENSG00000071073	ENSMMUG00000022909
ENSG00000071082	ENSMMUG00000009873
ENSG00000071082	ENSMMUG00000029420
ENSG00000071127	ENSMMUG00000000960
ENSG00000071189	ENSMMUG00000021915
ENSG00000071205	ENSMMUG00000014953
ENSG00000071242	ENSMMUG00000005670
ENSG00000071243	ENSMMUG00000002434
ENSG00000071246	ENSMMUG00000018553
ENSG00000071282	ENSMMUG00000001814
ENSG00000071462	ENSMMUG00000011367
ENSG00000071537	ENSMMUG00000010016
ENSG00000071539	ENSMMUG00000014740
ENSG00000071553	ENSMMUG00000005501
ENSG00000071564	ENSMMUG00000009017
ENSG00000071575	ENSMMUG00000038615
ENSG00000071626	ENSMMUG00000003047
ENSG00000071655	ENSMMUG00000009014
ENSG00000071677	ENSMMUG00000050714
ENSG00000071794	ENSMMUG00000005526
ENSG00000071859	ENSMMUG00000005505
ENSG00000071889	ENSMMUG00000009012
ENSG00000071909	ENSMMUG00000016256
ENSG00000071967	ENSMMUG00000055504
ENSG00000071991	ENSMMUG00000013529
ENSG00000071994	ENSMMUG00000019916
ENSG00000072041	ENSMMUG00000013650
ENSG00000072042	ENSMMUG00000015868
ENSG00000072062	ENSMMUG00000014132
ENSG00000072071	ENSMMUG00000014137
ENSG00000072080	ENSMMUG00000012173
ENSG00000072110	ENSMMUG00000010767
ENSG00000072121	ENSMMUG00000015871
ENSG00000072133	ENSMMUG00000020532
ENSG00000072134	ENSMMUG00000000140
ENSG00000072135	ENSMMUG00000009617
ENSG00000072163	ENSMMUG00000004179
ENSG00000072182	ENSMMUG00000013244
ENSG00000072195	ENSMMUG00000017936
ENSG00000072201	ENSMMUG00000017401
ENSG00000072210	ENSMMUG00000014130
ENSG00000072274	ENSMMUG00000002114
ENSG00000072310	ENSMMUG00000023375
ENSG00000072315	ENSMMUG00000010424
ENSG00000072364	ENSMMUG00000015640
ENSG00000072401	ENSMMUG00000019825
ENSG00000072415	ENSMMUG00000021417
ENSG00000072422	ENSMMUG00000021400
ENSG00000072501	ENSMMUG00000009293
ENSG00000072506	ENSMMUG00000009296
ENSG00000072518	ENSMMUG00000014131
ENSG00000072571	ENSMMUG00000019553
ENSG00000072609	ENSMMUG00000015468
ENSG00000072657	ENSMMUG00000014775
ENSG00000072682	ENSMMUG00000010858
ENSG00000072694	ENSMMUG00000003775
ENSG00000072736	ENSMMUG00000021843
ENSG00000072756	ENSMMUG00000017983
ENSG00000072778	ENSMMUG00000010538
ENSG00000072786	ENSMMUG00000006811
ENSG00000072803	ENSMMUG00000016008
ENSG00000072818	ENSMMUG00000006211
ENSG00000072832	ENSMMUG00000019563
ENSG00000072840	ENSMMUG00000020861
ENSG00000072849	ENSMMUG00000006599
ENSG00000072858	ENSMMUG00000013454
ENSG00000072864	ENSMMUG00000010366
ENSG00000072952	ENSMMUG00000015792
ENSG00000072954	ENSMMUG00000052014
ENSG00000072958	ENSMMUG00000014026
ENSG00000073008	ENSMMUG00000003101
ENSG00000073008	ENSMMUG00000063402
ENSG00000073050	ENSMMUG00000004467
ENSG00000073060	ENSMMUG00000016486
ENSG00000073067	ENSMMUG00000007204
ENSG00000073111	ENSMMUG00000000158
ENSG00000073146	ENSMMUG00000009120
ENSG00000073150	ENSMMUG00000011023
ENSG00000073169	ENSMMUG00000014098
ENSG00000073282	ENSMMUG00000016466
ENSG00000073331	ENSMMUG00000014073
ENSG00000073350	ENSMMUG00000001228
ENSG00000073417	ENSMMUG00000019838
ENSG00000073464	ENSMMUG00000013635
ENSG00000073536	ENSMMUG00000000751
ENSG00000073578	ENSMMUG00000014452
ENSG00000073584	ENSMMUG00000004005
ENSG00000073598	ENSMMUG00000000744
ENSG00000073614	ENSMMUG00000013653
ENSG00000073670	ENSMMUG00000029927
ENSG00000073711	ENSMMUG00000000932
ENSG00000073712	ENSMMUG00000010689
ENSG00000073734	ENSMMUG00000013832
ENSG00000073737	ENSMMUG00000013835
ENSG00000073754	ENSMMUG00000019835
ENSG00000073756	ENSMMUG00000016857
ENSG00000073792	ENSMMUG00000023416
ENSG00000073803	ENSMMUG00000023814
ENSG00000073849	ENSMMUG00000014905
ENSG00000073861	ENSMMUG00000057231
ENSG00000073910	ENSMMUG00000007192
ENSG00000073921	ENSMMUG00000019618
ENSG00000073969	ENSMMUG00000005548
ENSG00000074047	ENSMMUG00000001868
ENSG00000074054	ENSMMUG00000007499
ENSG00000074071	ENSMMUG00000018594
ENSG00000074181	ENSMMUG00000013637
ENSG00000074201	ENSMMUG00000018945
ENSG00000074211	ENSMMUG00000013416
ENSG00000074219	ENSMMUG00000014791
ENSG00000074266	ENSMMUG00000019621
ENSG00000074276	ENSMMUG00000013283
ENSG00000074317	ENSMMUG00000000137
ENSG00000074319	ENSMMUG00000014613
ENSG00000074370	ENSMMUG00000008263
ENSG00000074410	ENSMMUG00000021338
ENSG00000074416	ENSMMUG00000000168
ENSG00000074527	ENSMMUG00000000521
ENSG00000074582	ENSMMUG00000006740
ENSG00000074590	ENSMMUG00000020951
ENSG00000074603	ENSMMUG00000015447
ENSG00000074621	ENSMMUG00000022059
ENSG00000074657	ENSMMUG00000001245
ENSG00000074660	ENSMMUG00000002376
ENSG00000074695	ENSMMUG00000007580
ENSG00000074696	ENSMMUG00000015450
ENSG00000074706	ENSMMUG00000009861
ENSG00000074755	ENSMMUG00000019180
ENSG00000074771	ENSMMUG00000008762
ENSG00000074800	ENSMMUG00000011916
ENSG00000074800	ENSMMUG00000053002
ENSG00000074803	ENSMMUG00000016896
ENSG00000074842	ENSMMUG00000042809
ENSG00000074855	ENSMMUG00000016232
ENSG00000074935	ENSMMUG00000012581
ENSG00000074964	ENSMMUG00000010849
ENSG00000075035	ENSMMUG00000019042
ENSG00000075073	ENSMMUG00000015310
ENSG00000075089	ENSMMUG00000023603
ENSG00000075131	ENSMMUG00000003695
ENSG00000075142	ENSMMUG00000022696
ENSG00000075151	ENSMMUG00000004149
ENSG00000075188	ENSMMUG00000005504
ENSG00000075213	ENSMMUG00000007555
ENSG00000075218	ENSMMUG00000008136
ENSG00000075223	ENSMMUG00000011785
ENSG00000075234	ENSMMUG00000016262
ENSG00000075240	ENSMMUG00000020949
ENSG00000075275	ENSMMUG00000020993
ENSG00000075290	ENSMMUG00000006621
ENSG00000075292	ENSMMUG00000007175
ENSG00000075303	ENSMMUG00000006767
ENSG00000075336	ENSMMUG00000023299
ENSG00000075340	ENSMMUG00000010592
ENSG00000075388	ENSMMUG00000057940
ENSG00000075391	ENSMMUG00000021073
ENSG00000075399	ENSMMUG00000002505
ENSG00000075407	ENSMMUG00000017077
ENSG00000075413	ENSMMUG00000003641
ENSG00000075415	ENSMMUG00000023036
ENSG00000075420	ENSMMUG00000004189
ENSG00000075426	ENSMMUG00000014464
ENSG00000075429	ENSMMUG00000052025
ENSG00000075461	ENSMMUG00000060082
ENSG00000075539	ENSMMUG00000006705
ENSG00000075568	ENSMMUG00000011428
ENSG00000075618	ENSMMUG00000004282
ENSG00000075624	ENSMMUG00000011153
ENSG00000075643	ENSMMUG00000018791
ENSG00000075651	ENSMMUG00000023289
ENSG00000075673	ENSMMUG00000022608
ENSG00000075702	ENSMMUG00000019704
ENSG00000075711	ENSMMUG00000016585
ENSG00000075785	ENSMMUG00000001798
ENSG00000075826	ENSMMUG00000006622
ENSG00000075856	ENSMMUG00000017124
ENSG00000075884	ENSMMUG00000006528
ENSG00000075886	ENSMMUG00000006668
ENSG00000075886	ENSMMUG00000021159
ENSG00000075891	ENSMMUG00000009163
ENSG00000075914	ENSMMUG00000019130
ENSG00000075945	ENSMMUG00000010081
ENSG00000075975	ENSMMUG00000009536
ENSG00000076003	ENSMMUG00000017486
