ENSG00000000003	ENSPTRG00000022087
ENSG00000048462	ENSPTRG00000007782
ENSG00000048471	ENSPTRG00000007956
ENSG00000048540	ENSPTRG00000004738
ENSG00000048544	ENSPTRG00000018169
ENSG00000048545	ENSPTRG00000018167
ENSG00000048649	ENSPTRG00000004105
ENSG00000048707	ENSPTRG00000000165
ENSG00000048740	ENSPTRG00000002284
ENSG00000048828	ENSPTRG00000021127
ENSG00000048991	ENSPTRG00000012494
ENSG00000049089	ENSPTRG00000044977
ENSG00000049130	ENSPTRG00000005281
ENSG00000049167	ENSPTRG00000016905
ENSG00000049192	ENSPTRG00000016927
ENSG00000049239	ENSPTRG00000000113
ENSG00000049245	ENSPTRG00000000098
ENSG00000049246	ENSPTRG00000000099
ENSG00000049247	ENSPTRG00000000100
ENSG00000049249	ENSPTRG00000045878
ENSG00000049283	ENSPTRG00000050099
ENSG00000049323	ENSPTRG00000011821
ENSG00000049449	ENSPTRG00000046292
ENSG00000049540	ENSPTRG00000019283
ENSG00000049541	ENSPTRG00000019289
ENSG00000049541	ENSPTRG00000045637
ENSG00000049618	ENSPTRG00000018733
ENSG00000049759	ENSPTRG00000010051
ENSG00000049768	ENSPTRG00000021890
ENSG00000049769	ENSPTRG00000046513
ENSG00000049860	ENSPTRG00000016988
ENSG00000049883	ENSPTRG00000016968
ENSG00000050030	ENSPTRG00000045628
ENSG00000050130	ENSPTRG00000006400
ENSG00000050165	ENSPTRG00000003368
ENSG00000050327	ENSPTRG00000019827
ENSG00000050344	ENSPTRG00000019000
ENSG00000050393	ENSPTRG00000017740
ENSG00000050405	ENSPTRG00000004928
ENSG00000050426	ENSPTRG00000004947
ENSG00000050438	ENSPTRG00000004957
ENSG00000050555	ENSPTRG00000021480
ENSG00000050628	ENSPTRG00000000855
ENSG00000050730	ENSPTRG00000016405
ENSG00000050748	ENSPTRG00000017633
ENSG00000050820	ENSPTRG00000008357
ENSG00000051009	ENSPTRG00000003281
ENSG00000051108	ENSPTRG00000008144
ENSG00000051128	ENSPTRG00000010726
ENSG00000051180	ENSPTRG00000006926
ENSG00000051341	ENSPTRG00000015276
ENSG00000051382	ENSPTRG00000015452
ENSG00000051523	ENSPTRG00000008458
ENSG00000051596	ENSPTRG00000017594
ENSG00000051620	ENSPTRG00000018650
ENSG00000051825	ENSPTRG00000005594
ENSG00000052126	ENSPTRG00000050442
ENSG00000052344	ENSPTRG00000008035
ENSG00000052723	ENSPTRG00000001142
ENSG00000052749	ENSPTRG00000002806
ENSG00000052795	ENSPTRG00000016555
ENSG00000052802	ENSPTRG00000016574
ENSG00000052841	ENSPTRG00000003518
ENSG00000052850	ENSPTRG00000003529
ENSG00000053108	ENSPTRG00000017231
ENSG00000053254	ENSPTRG00000049967
ENSG00000053328	ENSPTRG00000029448
ENSG00000053371	ENSPTRG00000000265
ENSG00000053372	ENSPTRG00000000262
ENSG00000053438	ENSPTRG00000013476
ENSG00000053501	ENSPTRG00000010659
ENSG00000053524	ENSPTRG00000015665
ENSG00000053702	ENSPTRG00000004531
ENSG00000053747	ENSPTRG00000009922
ENSG00000053770	ENSPTRG00000006384
ENSG00000053900	ENSPTRG00000015963
ENSG00000053918	ENSPTRG00000045076
ENSG00000054116	ENSPTRG00000000533
ENSG00000054118	ENSPTRG00000000535
ENSG00000054148	ENSPTRG00000028987
ENSG00000054179	ENSPTRG00000021588
ENSG00000054219	ENSPTRG00000012566
ENSG00000054267	ENSPTRG00000002129
ENSG00000054267	ENSPTRG00000048786
ENSG00000054277	ENSPTRG00000002165
ENSG00000054282	ENSPTRG00000002173
ENSG00000054356	ENSPTRG00000012952
ENSG00000054392	ENSPTRG00000001945
ENSG00000054523	ENSPTRG00000000127
ENSG00000054598	ENSPTRG00000051406
ENSG00000054611	ENSPTRG00000014516
ENSG00000054654	ENSPTRG00000006429
ENSG00000054690	ENSPTRG00000006465
ENSG00000054793	ENSPTRG00000013629
ENSG00000054796	ENSPTRG00000013657
ENSG00000054803	ENSPTRG00000013643
ENSG00000054938	ENSPTRG00000004069
ENSG00000054965	ENSPTRG00000051065
ENSG00000054967	ENSPTRG00000004045
ENSG00000054983	ENSPTRG00000006602
ENSG00000055044	ENSPTRG00000012818
ENSG00000055070	ENSPTRG00000000226
ENSG00000055118	ENSPTRG00000019867
ENSG00000055130	ENSPTRG00000019836
ENSG00000055130	ENSPTRG00000045689
ENSG00000055147	ENSPTRG00000017442
ENSG00000055163	ENSPTRG00000017465
ENSG00000055208	ENSPTRG00000018690
ENSG00000055211	ENSPTRG00000018693
ENSG00000055332	ENSPTRG00000011834
ENSG00000055483	ENSPTRG00000009718
ENSG00000055609	ENSPTRG00000019892
ENSG00000055609	ENSPTRG00000051436
ENSG00000055732	ENSPTRG00000000909
ENSG00000055813	ENSPTRG00000011940
ENSG00000055917	ENSPTRG00000011692
ENSG00000055950	ENSPTRG00000002858
ENSG00000055955	ENSPTRG00000034152
ENSG00000055957	ENSPTRG00000015014
ENSG00000056050	ENSPTRG00000016590
ENSG00000056097	ENSPTRG00000016771
ENSG00000056277	ENSPTRG00000050457
ENSG00000056291	ENSPTRG00000016145
ENSG00000056487	ENSPTRG00000014489
ENSG00000056558	ENSPTRG00000021307
ENSG00000056586	ENSPTRG00000021339
ENSG00000056736	ENSPTRG00000015028
ENSG00000056972	ENSPTRG00000018510
ENSG00000056998	ENSPTRG00000021625
ENSG00000057019	ENSPTRG00000015154
ENSG00000057149	ENSPTRG00000049226
ENSG00000057149	ENSPTRG00000051194
ENSG00000057252	ENSPTRG00000001728
ENSG00000057294	ENSPTRG00000004820
ENSG00000057468	ENSPTRG00000000873
ENSG00000057593	ENSPTRG00000006049
ENSG00000057593	ENSPTRG00000047424
ENSG00000057608	ENSPTRG00000002259
ENSG00000057657	ENSPTRG00000018457
ENSG00000057663	ENSPTRG00000018458
ENSG00000057704	ENSPTRG00000005304
ENSG00000057757	ENSPTRG00000000336
ENSG00000057935	ENSPTRG00000011867
ENSG00000058056	ENSPTRG00000015650
ENSG00000058063	ENSPTRG00000015660
ENSG00000058085	ENSPTRG00000001762
ENSG00000058091	ENSPTRG00000019387
ENSG00000058262	ENSPTRG00000015351
ENSG00000058272	ENSPTRG00000005252
ENSG00000058335	ENSPTRG00000007353
ENSG00000058404	ENSPTRG00000051317
ENSG00000058453	ENSPTRG00000000238
ENSG00000058600	ENSPTRG00000007878
ENSG00000058668	ENSPTRG00000001873
ENSG00000058673	ENSPTRG00000001876
ENSG00000058729	ENSPTRG00000017100
ENSG00000058799	ENSPTRG00000000759
ENSG00000058804	ENSPTRG00000000757
ENSG00000058866	ENSPTRG00000015710
ENSG00000059122	ENSPTRG00000007671
ENSG00000059145	ENSPTRG00000007591
ENSG00000059377	ENSPTRG00000019760
ENSG00000059378	ENSPTRG00000019761
ENSG00000059573	ENSPTRG00000002785
ENSG00000059588	ENSPTRG00000002124
ENSG00000059691	ENSPTRG00000016513
ENSG00000059728	ENSPTRG00000012023
ENSG00000059758	ENSPTRG00000005323
ENSG00000059769	ENSPTRG00000021258
ENSG00000059804	ENSPTRG00000004626
ENSG00000059915	ENSPTRG00000002889
ENSG00000060069	ENSPTRG00000010133
ENSG00000060138	ENSPTRG00000004681
ENSG00000060140	ENSPTRG00000004680
ENSG00000060237	ENSPTRG00000004513
ENSG00000060339	ENSPTRG00000002560
ENSG00000060491	ENSPTRG00000013720
ENSG00000060558	ENSPTRG00000010256
ENSG00000060566	ENSPTRG00000010295
ENSG00000060642	ENSPTRG00000047988
ENSG00000060656	ENSPTRG00000000447
ENSG00000060688	ENSPTRG00000000455
ENSG00000060709	ENSPTRG00000045413
ENSG00000060718	ENSPTRG00000001017
ENSG00000060749	ENSPTRG00000003481
ENSG00000060762	ENSPTRG00000024084
ENSG00000060971	ENSPTRG00000014753
ENSG00000060982	ENSPTRG00000004772
ENSG00000061273	ENSPTRG00000004868
ENSG00000061337	ENSPTRG00000042132
ENSG00000061455	ENSPTRG00000017180
ENSG00000061492	ENSPTRG00000017278
ENSG00000061656	ENSPTRG00000013445
ENSG00000061676	ENSPTRG00000012709
ENSG00000061794	ENSPTRG00000004792
ENSG00000061918	ENSPTRG00000016542
ENSG00000061936	ENSPTRG00000005640
ENSG00000061938	ENSPTRG00000049620
ENSG00000061987	ENSPTRG00000005164
ENSG00000062038	ENSPTRG00000008269
ENSG00000062096	ENSPTRG00000021631
ENSG00000062194	ENSPTRG00000016894
ENSG00000062282	ENSPTRG00000004087
ENSG00000062370	ENSPTRG00000011113
ENSG00000062485	ENSPTRG00000005090
ENSG00000062524	ENSPTRG00000006948
ENSG00000062582	ENSPTRG00000019127
ENSG00000062598	ENSPTRG00000013583
ENSG00000062650	ENSPTRG00000002702
ENSG00000062716	ENSPTRG00000009475
ENSG00000062725	ENSPTRG00000009486
ENSG00000062822	ENSPTRG00000011338
ENSG00000063015	ENSPTRG00000008942
ENSG00000063046	ENSPTRG00000043800
ENSG00000063046	ENSPTRG00000047145
ENSG00000063127	ENSPTRG00000011288
ENSG00000063127	ENSPTRG00000050770
ENSG00000063169	ENSPTRG00000011213
ENSG00000063169	ENSPTRG00000051584
ENSG00000063176	ENSPTRG00000011246
ENSG00000063177	ENSPTRG00000011245
ENSG00000063180	ENSPTRG00000011248
ENSG00000063241	ENSPTRG00000011509
ENSG00000063244	ENSPTRG00000011523
ENSG00000063245	ENSPTRG00000011524
ENSG00000063322	ENSPTRG00000010966
ENSG00000063438	ENSPTRG00000028788
ENSG00000063515	ENSPTRG00000050838
ENSG00000063601	ENSPTRG00000022368
ENSG00000063660	ENSPTRG00000045317
ENSG00000063761	ENSPTRG00000006588
ENSG00000063854	ENSPTRG00000007611
ENSG00000063978	ENSPTRG00000046370
ENSG00000064012	ENSPTRG00000012801
ENSG00000064042	ENSPTRG00000016010
ENSG00000064102	ENSPTRG00000004782
ENSG00000064115	ENSPTRG00000004784
ENSG00000064195	ENSPTRG00000009386
ENSG00000064199	ENSPTRG00000004426
ENSG00000064201	ENSPTRG00000044879
ENSG00000064205	ENSPTRG00000013526
ENSG00000064218	ENSPTRG00000020729
ENSG00000064225	ENSPTRG00000015153
ENSG00000064270	ENSPTRG00000008417
ENSG00000064300	ENSPTRG00000009377
ENSG00000064309	ENSPTRG00000004452
ENSG00000064313	ENSPTRG00000020535
ENSG00000064393	ENSPTRG00000019758
ENSG00000064419	ENSPTRG00000019676
ENSG00000064490	ENSPTRG00000010732
ENSG00000064545	ENSPTRG00000010730
ENSG00000064547	ENSPTRG00000010745
ENSG00000064601	ENSPTRG00000048132
ENSG00000064607	ENSPTRG00000010727
ENSG00000064651	ENSPTRG00000017199
ENSG00000064652	ENSPTRG00000048492
ENSG00000064655	ENSPTRG00000013589
ENSG00000064666	ENSPTRG00000046999
ENSG00000064687	ENSPTRG00000051945
ENSG00000064692	ENSPTRG00000017175
ENSG00000064703	ENSPTRG00000001105
ENSG00000064726	ENSPTRG00000007389
ENSG00000064763	ENSPTRG00000004796
ENSG00000064787	ENSPTRG00000013638
ENSG00000064835	ENSPTRG00000015123
ENSG00000064886	ENSPTRG00000001092
ENSG00000064932	ENSPTRG00000010185
ENSG00000064933	ENSPTRG00000012737
ENSG00000064961	ENSPTRG00000010268
ENSG00000064989	ENSPTRG00000012722
ENSG00000064995	ENSPTRG00000018075
ENSG00000064999	ENSPTRG00000018076
ENSG00000065000	ENSPTRG00000010223
ENSG00000065029	ENSPTRG00000018080
ENSG00000065054	ENSPTRG00000007627
ENSG00000065057	ENSPTRG00000007628
ENSG00000065060	ENSPTRG00000018074
ENSG00000065135	ENSPTRG00000001055
ENSG00000065150	ENSPTRG00000005984
ENSG00000065150	ENSPTRG00000047637
ENSG00000065154	ENSPTRG00000003028
ENSG00000065183	ENSPTRG00000001168
ENSG00000065243	ENSPTRG00000000931
ENSG00000065268	ENSPTRG00000010174
ENSG00000065308	ENSPTRG00000040958
ENSG00000065320	ENSPTRG00000008752
ENSG00000065325	ENSPTRG00000008761
ENSG00000065328	ENSPTRG00000023150
ENSG00000065357	ENSPTRG00000005068
ENSG00000065361	ENSPTRG00000005076
ENSG00000065371	ENSPTRG00000015326
ENSG00000065413	ENSPTRG00000012770
ENSG00000065427	ENSPTRG00000008364
ENSG00000065457	ENSPTRG00000008363
ENSG00000065485	ENSPTRG00000015302
ENSG00000065491	ENSPTRG00000018120
ENSG00000065518	ENSPTRG00000015270
ENSG00000065526	ENSPTRG00000000210
ENSG00000065534	ENSPTRG00000015307
ENSG00000065548	ENSPTRG00000012717
ENSG00000065559	ENSPTRG00000008783
ENSG00000065600	ENSPTRG00000001960
ENSG00000065609	ENSPTRG00000051078
ENSG00000065613	ENSPTRG00000002920
ENSG00000065615	ENSPTRG00000018385
ENSG00000065618	ENSPTRG00000002921
ENSG00000065621	ENSPTRG00000002926
ENSG00000065665	ENSPTRG00000002293
ENSG00000065675	ENSPTRG00000002270
ENSG00000065717	ENSPTRG00000010252
ENSG00000065802	ENSPTRG00000049853
ENSG00000065809	ENSPTRG00000002309
ENSG00000065833	ENSPTRG00000018381
ENSG00000065882	ENSPTRG00000015981
ENSG00000065883	ENSPTRG00000019112
ENSG00000065911	ENSPTRG00000012081
ENSG00000065923	ENSPTRG00000021832
ENSG00000065970	ENSPTRG00000004629
ENSG00000065978	ENSPTRG00000006456
ENSG00000065978	ENSPTRG00000043077
ENSG00000065989	ENSPTRG00000010470
ENSG00000066027	ENSPTRG00000001958
ENSG00000066032	ENSPTRG00000049489
ENSG00000066044	ENSPTRG00000010413
ENSG00000066056	ENSPTRG00000000631
ENSG00000066084	ENSPTRG00000004938
ENSG00000066117	ENSPTRG00000004924
ENSG00000066135	ENSPTRG00000000643
ENSG00000066136	ENSPTRG00000000596
ENSG00000066185	ENSPTRG00000000608
ENSG00000066230	ENSPTRG00000016682
ENSG00000066248	ENSPTRG00000013048
ENSG00000066279	ENSPTRG00000001807
ENSG00000066294	ENSPTRG00000049432
ENSG00000066322	ENSPTRG00000000635
ENSG00000066336	ENSPTRG00000003563
ENSG00000066379	ENSPTRG00000017914
ENSG00000066382	ENSPTRG00000003466
ENSG00000066405	ENSPTRG00000015438
ENSG00000066422	ENSPTRG00000015174
ENSG00000066422	ENSPTRG00000043270
ENSG00000066455	ENSPTRG00000006656
ENSG00000066468	ENSPTRG00000003003
ENSG00000066557	ENSPTRG00000000850
ENSG00000066583	ENSPTRG00000017202
ENSG00000066629	ENSPTRG00000006714
ENSG00000066651	ENSPTRG00000018577
ENSG00000066654	ENSPTRG00000007848
ENSG00000066735	ENSPTRG00000033926
ENSG00000066739	ENSPTRG00000006700
ENSG00000066777	ENSPTRG00000020320
ENSG00000066813	ENSPTRG00000007846
ENSG00000066827	ENSPTRG00000020607
ENSG00000066855	ENSPTRG00000020299
ENSG00000066923	ENSPTRG00000019480
ENSG00000066926	ENSPTRG00000010045
ENSG00000066933	ENSPTRG00000007243
ENSG00000067048	ENSPTRG00000022488
ENSG00000067057	ENSPTRG00000002243
ENSG00000067064	ENSPTRG00000002239
ENSG00000067066	ENSPTRG00000013012
ENSG00000067082	ENSPTRG00000048525
ENSG00000067113	ENSPTRG00000016880
ENSG00000067141	ENSPTRG00000007257
ENSG00000067167	ENSPTRG00000020334
ENSG00000067177	ENSPTRG00000022029
ENSG00000067182	ENSPTRG00000004570
ENSG00000067191	ENSPTRG00000009085
ENSG00000067208	ENSPTRG00000000962
ENSG00000067221	ENSPTRG00000007265
ENSG00000067225	ENSPTRG00000007246
ENSG00000067248	ENSPTRG00000016875
ENSG00000067334	ENSPTRG00000000972
ENSG00000067365	ENSPTRG00000007745
ENSG00000067369	ENSPTRG00000006994
ENSG00000067445	ENSPTRG00000051190
ENSG00000067533	ENSPTRG00000039779
ENSG00000067560	ENSPTRG00000014922
ENSG00000067596	ENSPTRG00000009246
ENSG00000067606	ENSPTRG00000049601
ENSG00000067646	ENSPTRG00000022471
ENSG00000067704	ENSPTRG00000001997
ENSG00000067715	ENSPTRG00000024064
ENSG00000067798	ENSPTRG00000005247
ENSG00000067829	ENSPTRG00000024398
ENSG00000067836	ENSPTRG00000007729
ENSG00000067840	ENSPTRG00000022413
ENSG00000067842	ENSPTRG00000022399
ENSG00000067900	ENSPTRG00000009904
ENSG00000067955	ENSPTRG00000042433
ENSG00000067992	ENSPTRG00000021750
ENSG00000068001	ENSPTRG00000014957
ENSG00000068024	ENSPTRG00000013097
ENSG00000068028	ENSPTRG00000014959
ENSG00000068078	ENSPTRG00000015836
ENSG00000068079	ENSPTRG00000009233
ENSG00000068097	ENSPTRG00000009481
ENSG00000068097	ENSPTRG00000047864
ENSG00000068120	ENSPTRG00000009207
ENSG00000068137	ENSPTRG00000009214
ENSG00000068305	ENSPTRG00000007496
ENSG00000068308	ENSPTRG00000021876
ENSG00000068323	ENSPTRG00000021879
ENSG00000068354	ENSPTRG00000048815
ENSG00000068366	ENSPTRG00000022178
ENSG00000068383	ENSPTRG00000003079
ENSG00000068394	ENSPTRG00000047603
ENSG00000068400	ENSPTRG00000051549
ENSG00000068438	ENSPTRG00000049433
ENSG00000068489	ENSPTRG00000009464
ENSG00000068615	ENSPTRG00000012153
ENSG00000068650	ENSPTRG00000006047
ENSG00000068654	ENSPTRG00000012147
ENSG00000068697	ENSPTRG00000011690
ENSG00000068724	ENSPTRG00000011899
ENSG00000068745	ENSPTRG00000014897
ENSG00000068784	ENSPTRG00000011889
ENSG00000068796	ENSPTRG00000016913
ENSG00000068831	ENSPTRG00000003844
ENSG00000068878	ENSPTRG00000011920
ENSG00000068885	ENSPTRG00000015578
ENSG00000068903	ENSPTRG00000010945
ENSG00000068912	ENSPTRG00000011918
ENSG00000068971	ENSPTRG00000003853
ENSG00000068976	ENSPTRG00000003845
ENSG00000068985	ENSPTRG00000021894
ENSG00000068985	ENSPTRG00000021895
ENSG00000069011	ENSPTRG00000017254
ENSG00000069018	ENSPTRG00000017267
ENSG00000069020	ENSPTRG00000016938
ENSG00000069122	ENSPTRG00000018240
ENSG00000069188	ENSPTRG00000009600
ENSG00000069206	ENSPTRG00000020086
ENSG00000069248	ENSPTRG00000002088
ENSG00000069275	ENSPTRG00000048501
ENSG00000069329	ENSPTRG00000008079
ENSG00000069345	ENSPTRG00000008085
ENSG00000069399	ENSPTRG00000011122
ENSG00000069424	ENSPTRG00000052739
ENSG00000069431	ENSPTRG00000004764
ENSG00000069482	ENSPTRG00000003985
ENSG00000069493	ENSPTRG00000043256
ENSG00000069509	ENSPTRG00000044012
ENSG00000069535	ENSPTRG00000021817
ENSG00000069667	ENSPTRG00000052707
ENSG00000069696	ENSPTRG00000003128
ENSG00000069702	ENSPTRG00000000952
ENSG00000069764	ENSPTRG00000045780
ENSG00000069764	ENSPTRG00000045893
ENSG00000069812	ENSPTRG00000000085
ENSG00000069849	ENSPTRG00000015476
ENSG00000069869	ENSPTRG00000007102
ENSG00000069943	ENSPTRG00000007096
ENSG00000069956	ENSPTRG00000020224
ENSG00000069966	ENSPTRG00000007084
ENSG00000069974	ENSPTRG00000007095
ENSG00000069998	ENSPTRG00000014034
ENSG00000070010	ENSPTRG00000043162
ENSG00000070018	ENSPTRG00000004701
ENSG00000070019	ENSPTRG00000004721
ENSG00000070031	ENSPTRG00000028769
ENSG00000070047	ENSPTRG00000003125
ENSG00000070061	ENSPTRG00000021233
ENSG00000070081	ENSPTRG00000003400
ENSG00000070087	ENSPTRG00000015524
ENSG00000070159	ENSPTRG00000021240
ENSG00000070182	ENSPTRG00000006443
ENSG00000070190	ENSPTRG00000016309
ENSG00000070193	ENSPTRG00000051664
ENSG00000070214	ENSPTRG00000021220
ENSG00000070269	ENSPTRG00000006380
ENSG00000070366	ENSPTRG00000008544
ENSG00000070367	ENSPTRG00000023297
ENSG00000070371	ENSPTRG00000014058
ENSG00000070388	ENSPTRG00000043857
ENSG00000070404	ENSPTRG00000010161
ENSG00000070413	ENSPTRG00000014053
ENSG00000070423	ENSPTRG00000010160
ENSG00000070444	ENSPTRG00000008549
ENSG00000070476	ENSPTRG00000015332
ENSG00000070495	ENSPTRG00000009690
ENSG00000070501	ENSPTRG00000020203
ENSG00000070526	ENSPTRG00000009688
ENSG00000070540	ENSPTRG00000009578
ENSG00000070601	ENSPTRG00000020949
ENSG00000070610	ENSPTRG00000020919
ENSG00000070614	ENSPTRG00000017419
ENSG00000070669	ENSPTRG00000019429
ENSG00000070669	ENSPTRG00000043847
ENSG00000070718	ENSPTRG00000020200
ENSG00000070731	ENSPTRG00000009685
ENSG00000070748	ENSPTRG00000002489
ENSG00000070756	ENSPTRG00000047939
ENSG00000070759	ENSPTRG00000000673
ENSG00000070761	ENSPTRG00000008174
ENSG00000070770	ENSPTRG00000008175
ENSG00000070778	ENSPTRG00000006607
ENSG00000070785	ENSPTRG00000000665
ENSG00000070808	ENSPTRG00000017414
ENSG00000070814	ENSPTRG00000017416
ENSG00000070831	ENSPTRG00000051031
ENSG00000070882	ENSPTRG00000018995
ENSG00000070886	ENSPTRG00000000316
ENSG00000070915	ENSPTRG00000008143
ENSG00000070950	ENSPTRG00000014583
ENSG00000070961	ENSPTRG00000005286
ENSG00000070985	ENSPTRG00000003179
ENSG00000071051	ENSPTRG00000012316
ENSG00000071054	ENSPTRG00000012294
ENSG00000071073	ENSPTRG00000012269
ENSG00000071082	ENSPTRG00000050218
ENSG00000071082	ENSPTRG00000051994
ENSG00000071127	ENSPTRG00000015916
ENSG00000071189	ENSPTRG00000018957
ENSG00000071203	ENSPTRG00000003716
ENSG00000071205	ENSPTRG00000016497
ENSG00000071242	ENSPTRG00000018793
ENSG00000071243	ENSPTRG00000019625
ENSG00000071243	ENSPTRG00000047410
ENSG00000071246	ENSPTRG00000048893
ENSG00000071282	ENSPTRG00000014579
ENSG00000071462	ENSPTRG00000019276
ENSG00000071462	ENSPTRG00000049490
ENSG00000071537	ENSPTRG00000006599
ENSG00000071539	ENSPTRG00000016689
ENSG00000071539	ENSPTRG00000049196
ENSG00000071553	ENSPTRG00000022435
ENSG00000071564	ENSPTRG00000010211
ENSG00000071575	ENSPTRG00000011666
ENSG00000071626	ENSPTRG00000010199
ENSG00000071655	ENSPTRG00000010209
ENSG00000071677	ENSPTRG00000045686
ENSG00000071794	ENSPTRG00000015511
ENSG00000071859	ENSPTRG00000022437
ENSG00000071889	ENSPTRG00000022442
ENSG00000071894	ENSPTRG00000049288
ENSG00000071894	ENSPTRG00000051253
ENSG00000071909	ENSPTRG00000012624
ENSG00000071967	ENSPTRG00000012634
ENSG00000071991	ENSPTRG00000010095
ENSG00000071994	ENSPTRG00000018828
ENSG00000072041	ENSPTRG00000005269
ENSG00000072042	ENSPTRG00000006469
ENSG00000072062	ENSPTRG00000010585
ENSG00000072071	ENSPTRG00000010588
ENSG00000072080	ENSPTRG00000013064
ENSG00000072080	ENSPTRG00000052682
ENSG00000072110	ENSPTRG00000006477
ENSG00000072121	ENSPTRG00000006471
ENSG00000072133	ENSPTRG00000022064
ENSG00000072134	ENSPTRG00000008865
ENSG00000072135	ENSPTRG00000012452
ENSG00000072163	ENSPTRG00000012432
ENSG00000072182	ENSPTRG00000012960
ENSG00000072195	ENSPTRG00000012957
ENSG00000072201	ENSPTRG00000016062
ENSG00000072210	ENSPTRG00000008872
ENSG00000072274	ENSPTRG00000015773
ENSG00000072310	ENSPTRG00000052349
ENSG00000072315	ENSPTRG00000022192
ENSG00000072364	ENSPTRG00000017228
ENSG00000072364	ENSPTRG00000046486
ENSG00000072401	ENSPTRG00000002518
ENSG00000072415	ENSPTRG00000006460
ENSG00000072422	ENSPTRG00000002529
ENSG00000072501	ENSPTRG00000021927
ENSG00000072506	ENSPTRG00000021929
ENSG00000072518	ENSPTRG00000043914
ENSG00000072571	ENSPTRG00000017503
ENSG00000072609	ENSPTRG00000005661
ENSG00000072657	ENSPTRG00000005230
ENSG00000072682	ENSPTRG00000017213
ENSG00000072694	ENSPTRG00000001588
ENSG00000072736	ENSPTRG00000008260
ENSG00000072756	ENSPTRG00000014564
ENSG00000072778	ENSPTRG00000008664
ENSG00000072786	ENSPTRG00000017527
ENSG00000072803	ENSPTRG00000017526
ENSG00000072818	ENSPTRG00000033884
ENSG00000072832	ENSPTRG00000015878
ENSG00000072840	ENSPTRG00000015877
ENSG00000072849	ENSPTRG00000008634
ENSG00000072858	ENSPTRG00000015232
ENSG00000072864	ENSPTRG00000007809
ENSG00000072952	ENSPTRG00000003360
ENSG00000072954	ENSPTRG00000010651
ENSG00000072954	ENSPTRG00000045472
ENSG00000072958	ENSPTRG00000010642
ENSG00000073008	ENSPTRG00000011119
ENSG00000073050	ENSPTRG00000011084
ENSG00000073060	ENSPTRG00000005616
ENSG00000073067	ENSPTRG00000022861
ENSG00000073111	ENSPTRG00000015345
ENSG00000073146	ENSPTRG00000044273
ENSG00000073150	ENSPTRG00000014529
ENSG00000073169	ENSPTRG00000029395
ENSG00000073282	ENSPTRG00000015733
ENSG00000073331	ENSPTRG00000016375
ENSG00000073350	ENSPTRG00000009647
ENSG00000073417	ENSPTRG00000007408
ENSG00000073464	ENSPTRG00000021655
ENSG00000073536	ENSPTRG00000009012
ENSG00000073578	ENSPTRG00000016677
ENSG00000073584	ENSPTRG00000022902
ENSG00000073598	ENSPTRG00000009011
ENSG00000073605	ENSPTRG00000009106
ENSG00000073614	ENSPTRG00000004507
ENSG00000073670	ENSPTRG00000009284
ENSG00000073711	ENSPTRG00000015429
ENSG00000073712	ENSPTRG00000006355
ENSG00000073734	ENSPTRG00000012609
ENSG00000073737	ENSPTRG00000012612
ENSG00000073754	ENSPTRG00000001493
ENSG00000073756	ENSPTRG00000001786
ENSG00000073792	ENSPTRG00000015705
ENSG00000073803	ENSPTRG00000015700
ENSG00000073849	ENSPTRG00000015722
ENSG00000073861	ENSPTRG00000009335
ENSG00000073910	ENSPTRG00000005764
ENSG00000073921	ENSPTRG00000004141
ENSG00000073969	ENSPTRG00000009320
ENSG00000073969	ENSPTRG00000051997
