ENSG00000000003	ENSPPYG00000020538
ENSG00000050344	ENSPPYG00000017716
ENSG00000050393	ENSPPYG00000016246
ENSG00000050405	ENSPPYG00000004510
ENSG00000050426	ENSPPYG00000004520
ENSG00000050438	ENSPPYG00000004529
ENSG00000050555	ENSPPYG00000019697
ENSG00000050628	ENSPPYG00000001241
ENSG00000050730	ENSPPYG00000015033
ENSG00000050748	ENSPPYG00000016135
ENSG00000050767	ENSPPYG00000016109
ENSG00000050820	ENSPPYG00000007559
ENSG00000051009	ENSPPYG00000003550
ENSG00000051108	ENSPPYG00000007377
ENSG00000051128	ENSPPYG00000035001
ENSG00000051180	ENSPPYG00000006357
ENSG00000051341	ENSPPYG00000013498
ENSG00000051382	ENSPPYG00000014147
ENSG00000051523	ENSPPYG00000007641
ENSG00000051596	ENSPPYG00000016066
ENSG00000051620	ENSPPYG00000038470
ENSG00000051825	ENSPPYG00000005081
ENSG00000052126	ENSPPYG00000004344
ENSG00000052344	ENSPPYG00000007309
ENSG00000052723	ENSPPYG00000037081
ENSG00000052749	ENSPPYG00000002528
ENSG00000052795	ENSPPYG00000015160
ENSG00000052802	ENSPPYG00000015178
ENSG00000052841	ENSPPYG00000003344
ENSG00000052850	ENSPPYG00000003337
ENSG00000053108	ENSPPYG00000015778
ENSG00000053254	ENSPPYG00000036403
ENSG00000053328	ENSPPYG00000016920
ENSG00000053371	ENSPPYG00000001794
ENSG00000053372	ENSPPYG00000001795
ENSG00000053438	ENSPPYG00000010987
ENSG00000053501	ENSPPYG00000009702
ENSG00000053524	ENSPPYG00000014333
ENSG00000053702	ENSPPYG00000004151
ENSG00000053747	ENSPPYG00000029871
ENSG00000053770	ENSPPYG00000005849
ENSG00000053900	ENSPPYG00000034769
ENSG00000053918	ENSPPYG00000002932
ENSG00000054116	ENSPPYG00000001546
ENSG00000054118	ENSPPYG00000001544
ENSG00000054148	ENSPPYG00000019787
ENSG00000054179	ENSPPYG00000019803
ENSG00000054219	ENSPPYG00000012874
ENSG00000054267	ENSPPYG00000000098
ENSG00000054277	ENSPPYG00000000069
ENSG00000054282	ENSPPYG00000000061
ENSG00000054356	ENSPPYG00000013205
ENSG00000054392	ENSPPYG00000000248
ENSG00000054523	ENSPPYG00000001902
ENSG00000054598	ENSPPYG00000016167
ENSG00000054611	ENSPPYG00000011954
ENSG00000054654	ENSPPYG00000005895
ENSG00000054690	ENSPPYG00000005924
ENSG00000054793	ENSPPYG00000011136
ENSG00000054796	ENSPPYG00000011158
ENSG00000054803	ENSPPYG00000011145
ENSG00000054938	ENSPPYG00000003678
ENSG00000054965	ENSPPYG00000003661
ENSG00000054967	ENSPPYG00000003660
ENSG00000054983	ENSPPYG00000006046
ENSG00000055044	ENSPPYG00000013084
ENSG00000055070	ENSPPYG00000001821
ENSG00000055118	ENSPPYG00000018177
ENSG00000055130	ENSPPYG00000018146
ENSG00000055147	ENSPPYG00000015971
ENSG00000055163	ENSPPYG00000015987
ENSG00000055208	ENSPPYG00000017085
ENSG00000055211	ENSPPYG00000017088
ENSG00000055332	ENSPPYG00000012493
ENSG00000055483	ENSPPYG00000008695
ENSG00000055609	ENSPPYG00000032475
ENSG00000055609	ENSPPYG00000032931
ENSG00000055609	ENSPPYG00000034161
ENSG00000055732	ENSPPYG00000001198
ENSG00000055813	ENSPPYG00000012396
ENSG00000055917	ENSPPYG00000012617
ENSG00000055950	ENSPPYG00000002575
ENSG00000055955	ENSPPYG00000013794
ENSG00000055957	ENSPPYG00000013796
ENSG00000056050	ENSPPYG00000015193
ENSG00000056097	ENSPPYG00000015378
ENSG00000056277	ENSPPYG00000020714
ENSG00000056291	ENSPPYG00000014817
ENSG00000056487	ENSPPYG00000011927
ENSG00000056558	ENSPPYG00000019557
ENSG00000056586	ENSPPYG00000019583
ENSG00000056736	ENSPPYG00000013785
ENSG00000056972	ENSPPYG00000016929
ENSG00000056998	ENSPPYG00000020092
ENSG00000057019	ENSPPYG00000013610
ENSG00000057149	ENSPPYG00000009218
ENSG00000057149	ENSPPYG00000009219
ENSG00000057252	ENSPPYG00000000463
ENSG00000057294	ENSPPYG00000004407
ENSG00000057468	ENSPPYG00000032071
ENSG00000057593	ENSPPYG00000005519
ENSG00000057608	ENSPPYG00000002062
ENSG00000057657	ENSPPYG00000016879
ENSG00000057663	ENSPPYG00000016880
ENSG00000057704	ENSPPYG00000004838
ENSG00000057757	ENSPPYG00000001734
ENSG00000057935	ENSPPYG00000012461
ENSG00000058056	ENSPPYG00000014322
ENSG00000058063	ENSPPYG00000029655
ENSG00000058085	ENSPPYG00000000429
ENSG00000058091	ENSPPYG00000017828
ENSG00000058262	ENSPPYG00000013438
ENSG00000058272	ENSPPYG00000004796
ENSG00000058335	ENSPPYG00000006705
ENSG00000058404	ENSPPYG00000017594
ENSG00000058453	ENSPPYG00000001815
ENSG00000058600	ENSPPYG00000007180
ENSG00000058668	ENSPPYG00000000329
ENSG00000058673	ENSPPYG00000000327
ENSG00000058729	ENSPPYG00000015654
ENSG00000058799	ENSPPYG00000001330
ENSG00000058804	ENSPPYG00000001331
ENSG00000058866	ENSPPYG00000014377
ENSG00000059122	ENSPPYG00000007019
ENSG00000059145	ENSPPYG00000006950
ENSG00000059377	ENSPPYG00000018052
ENSG00000059378	ENSPPYG00000018053
ENSG00000059573	ENSPPYG00000002509
ENSG00000059588	ENSPPYG00000000102
ENSG00000059691	ENSPPYG00000015121
ENSG00000059728	ENSPPYG00000036875
ENSG00000059758	ENSPPYG00000004853
ENSG00000059769	ENSPPYG00000019500
ENSG00000059804	ENSPPYG00000004235
ENSG00000059915	ENSPPYG00000002600
ENSG00000060069	ENSPPYG00000009259
ENSG00000060138	ENSPPYG00000004279
ENSG00000060140	ENSPPYG00000004278
ENSG00000060237	ENSPPYG00000004136
ENSG00000060339	ENSPPYG00000002392
ENSG00000060491	ENSPPYG00000011218
ENSG00000060558	ENSPPYG00000009367
ENSG00000060566	ENSPPYG00000009395
ENSG00000060642	ENSPPYG00000001679
ENSG00000060656	ENSPPYG00000001627
ENSG00000060688	ENSPPYG00000001618
ENSG00000060709	ENSPPYG00000005122
ENSG00000060718	ENSPPYG00000001103
ENSG00000060749	ENSPPYG00000003378
ENSG00000060762	ENSPPYG00000017166
ENSG00000060971	ENSPPYG00000014012
ENSG00000060982	ENSPPYG00000004365
ENSG00000061273	ENSPPYG00000004446
ENSG00000061337	ENSPPYG00000018404
ENSG00000061455	ENSPPYG00000034187
ENSG00000061492	ENSPPYG00000015819
ENSG00000061656	ENSPPYG00000010958
ENSG00000061676	ENSPPYG00000012996
ENSG00000061794	ENSPPYG00000004383
ENSG00000061918	ENSPPYG00000015147
ENSG00000061936	ENSPPYG00000005129
ENSG00000061938	ENSPPYG00000014433
ENSG00000061987	ENSPPYG00000004718
ENSG00000062038	ENSPPYG00000035675
ENSG00000062096	ENSPPYG00000020096
ENSG00000062194	ENSPPYG00000015481
ENSG00000062282	ENSPPYG00000003694
ENSG00000062370	ENSPPYG00000010087
ENSG00000062485	ENSPPYG00000004654
ENSG00000062524	ENSPPYG00000006376
ENSG00000062582	ENSPPYG00000017604
ENSG00000062598	ENSPPYG00000011092
ENSG00000062650	ENSPPYG00000029542
ENSG00000062716	ENSPPYG00000008809
ENSG00000062725	ENSPPYG00000008516
ENSG00000062822	ENSPPYG00000010281
ENSG00000063015	ENSPPYG00000008117
ENSG00000063046	ENSPPYG00000036769
ENSG00000063127	ENSPPYG00000010240
ENSG00000063169	ENSPPYG00000010179
ENSG00000063176	ENSPPYG00000010207
ENSG00000063177	ENSPPYG00000010206
ENSG00000063180	ENSPPYG00000010208
ENSG00000063241	ENSPPYG00000010422
ENSG00000063244	ENSPPYG00000010429
ENSG00000063245	ENSPPYG00000010430
ENSG00000063438	ENSPPYG00000033507
ENSG00000063515	ENSPPYG00000011575
ENSG00000063587	ENSPPYG00000020839
ENSG00000063601	ENSPPYG00000020816
ENSG00000063660	ENSPPYG00000013336
ENSG00000063761	ENSPPYG00000006033
ENSG00000063854	ENSPPYG00000006966
ENSG00000064012	ENSPPYG00000013071
ENSG00000064042	ENSPPYG00000014692
ENSG00000064102	ENSPPYG00000029635
ENSG00000064115	ENSPPYG00000004376
ENSG00000064195	ENSPPYG00000008930
ENSG00000064199	ENSPPYG00000034512
ENSG00000064201	ENSPPYG00000002928
ENSG00000064205	ENSPPYG00000011039
ENSG00000064218	ENSPPYG00000019260
ENSG00000064225	ENSPPYG00000013611
ENSG00000064270	ENSPPYG00000007605
ENSG00000064300	ENSPPYG00000008921
ENSG00000064309	ENSPPYG00000004042
ENSG00000064313	ENSPPYG00000018843
ENSG00000064393	ENSPPYG00000018051
ENSG00000064419	ENSPPYG00000017990
ENSG00000064490	ENSPPYG00000009761
ENSG00000064545	ENSPPYG00000009759
ENSG00000064547	ENSPPYG00000009774
ENSG00000064601	ENSPPYG00000011079
ENSG00000064607	ENSPPYG00000009756
ENSG00000064651	ENSPPYG00000015739
ENSG00000064652	ENSPPYG00000015719
ENSG00000064655	ENSPPYG00000011100
ENSG00000064666	ENSPPYG00000009302
ENSG00000064692	ENSPPYG00000015717
ENSG00000064703	ENSPPYG00000001026
ENSG00000064726	ENSPPYG00000006738
ENSG00000064763	ENSPPYG00000004389
ENSG00000064787	ENSPPYG00000011142
ENSG00000064835	ENSPPYG00000013640
ENSG00000064886	ENSPPYG00000001038
ENSG00000064932	ENSPPYG00000009306
ENSG00000064933	ENSPPYG00000013018
ENSG00000064961	ENSPPYG00000009378
ENSG00000064989	ENSPPYG00000038592
ENSG00000064995	ENSPPYG00000016521
ENSG00000064999	ENSPPYG00000016522
ENSG00000065000	ENSPPYG00000009339
ENSG00000065029	ENSPPYG00000016525
ENSG00000065054	ENSPPYG00000006984
ENSG00000065057	ENSPPYG00000006985
ENSG00000065060	ENSPPYG00000016520
ENSG00000065135	ENSPPYG00000001069
ENSG00000065150	ENSPPYG00000005458
ENSG00000065154	ENSPPYG00000002737
ENSG00000065183	ENSPPYG00000000970
ENSG00000065243	ENSPPYG00000001180
ENSG00000065268	ENSPPYG00000009300
ENSG00000065308	ENSPPYG00000016708
ENSG00000065320	ENSPPYG00000007969
ENSG00000065325	ENSPPYG00000007975
ENSG00000065328	ENSPPYG00000002096
ENSG00000065357	ENSPPYG00000004636
ENSG00000065361	ENSPPYG00000004643
ENSG00000065371	ENSPPYG00000013458
ENSG00000065413	ENSPPYG00000013043
ENSG00000065427	ENSPPYG00000007567
ENSG00000065457	ENSPPYG00000007566
ENSG00000065485	ENSPPYG00000013475
ENSG00000065491	ENSPPYG00000016560
ENSG00000065518	ENSPPYG00000013503
ENSG00000065526	ENSPPYG00000001834
ENSG00000065534	ENSPPYG00000013471
ENSG00000065548	ENSPPYG00000013004
ENSG00000065559	ENSPPYG00000007993
ENSG00000065600	ENSPPYG00000029432
ENSG00000065609	ENSPPYG00000016809
ENSG00000065613	ENSPPYG00000002629
ENSG00000065615	ENSPPYG00000016811
ENSG00000065618	ENSPPYG00000002630
ENSG00000065621	ENSPPYG00000033066
ENSG00000065665	ENSPPYG00000002090
ENSG00000065675	ENSPPYG00000002071
ENSG00000065717	ENSPPYG00000009363
ENSG00000065802	ENSPPYG00000013326
ENSG00000065809	ENSPPYG00000002103
ENSG00000065833	ENSPPYG00000016806
ENSG00000065882	ENSPPYG00000014663
ENSG00000065883	ENSPPYG00000017618
ENSG00000065911	ENSPPYG00000039803
ENSG00000065923	ENSPPYG00000020279
ENSG00000065970	ENSPPYG00000004236
ENSG00000065978	ENSPPYG00000001466
ENSG00000065989	ENSPPYG00000009552
ENSG00000066027	ENSPPYG00000000237
ENSG00000066032	ENSPPYG00000012245
ENSG00000066044	ENSPPYG00000009496
ENSG00000066056	ENSPPYG00000001450
ENSG00000066084	ENSPPYG00000004514
ENSG00000066117	ENSPPYG00000004505
ENSG00000066135	ENSPPYG00000001442
ENSG00000066136	ENSPPYG00000001483
ENSG00000066185	ENSPPYG00000001470
ENSG00000066230	ENSPPYG00000015303
ENSG00000066248	ENSPPYG00000013287
ENSG00000066279	ENSPPYG00000000389
ENSG00000066294	ENSPPYG00000000629
ENSG00000066322	ENSPPYG00000001447
ENSG00000066336	ENSPPYG00000003306
ENSG00000066379	ENSPPYG00000017196
ENSG00000066382	ENSPPYG00000003395
ENSG00000066405	ENSPPYG00000014136
ENSG00000066422	ENSPPYG00000013589
ENSG00000066455	ENSPPYG00000006080
ENSG00000066468	ENSPPYG00000002710
ENSG00000066557	ENSPPYG00000001246
ENSG00000066583	ENSPPYG00000015742
ENSG00000066629	ENSPPYG00000006137
ENSG00000066651	ENSPPYG00000016990
ENSG00000066654	ENSPPYG00000036350
ENSG00000066697	ENSPPYG00000031355
ENSG00000066735	ENSPPYG00000006182
ENSG00000066739	ENSPPYG00000006125
ENSG00000066777	ENSPPYG00000018650
ENSG00000066813	ENSPPYG00000007158
ENSG00000066827	ENSPPYG00000018898
ENSG00000066855	ENSPPYG00000018631
ENSG00000066923	ENSPPYG00000017407
ENSG00000066926	ENSPPYG00000009182
ENSG00000066933	ENSPPYG00000006609
ENSG00000067057	ENSPPYG00000002046
ENSG00000067064	ENSPPYG00000002039
ENSG00000067066	ENSPPYG00000013255
ENSG00000067082	ENSPPYG00000002048
ENSG00000067113	ENSPPYG00000015470
ENSG00000067141	ENSPPYG00000006622
ENSG00000067167	ENSPPYG00000018660
ENSG00000067177	ENSPPYG00000020465
ENSG00000067182	ENSPPYG00000004183
ENSG00000067191	ENSPPYG00000008493
ENSG00000067208	ENSPPYG00000001153
ENSG00000067221	ENSPPYG00000006630
ENSG00000067248	ENSPPYG00000015468
ENSG00000067334	ENSPPYG00000030204
ENSG00000067365	ENSPPYG00000007081
ENSG00000067369	ENSPPYG00000006414
ENSG00000067445	ENSPPYG00000031653
ENSG00000067533	ENSPPYG00000000214
ENSG00000067560	ENSPPYG00000013873
ENSG00000067596	ENSPPYG00000008357
ENSG00000067606	ENSPPYG00000001984
ENSG00000067704	ENSPPYG00000000208
ENSG00000067715	ENSPPYG00000004794
ENSG00000067798	ENSPPYG00000004792
ENSG00000067829	ENSPPYG00000020855
ENSG00000067836	ENSPPYG00000007071
ENSG00000067840	ENSPPYG00000020857
ENSG00000067842	ENSPPYG00000020845
ENSG00000067900	ENSPPYG00000009051
ENSG00000067955	ENSPPYG00000007437
ENSG00000067992	ENSPPYG00000020198
ENSG00000068001	ENSPPYG00000013846
ENSG00000068024	ENSPPYG00000013328
ENSG00000068028	ENSPPYG00000013844
ENSG00000068078	ENSPPYG00000014532
ENSG00000068079	ENSPPYG00000037508
ENSG00000068097	ENSPPYG00000008511
ENSG00000068120	ENSPPYG00000008388
ENSG00000068137	ENSPPYG00000008382
ENSG00000068305	ENSPPYG00000006816
ENSG00000068308	ENSPPYG00000020327
ENSG00000068323	ENSPPYG00000029376
ENSG00000068354	ENSPPYG00000038579
ENSG00000068366	ENSPPYG00000020627
ENSG00000068383	ENSPPYG00000002779
ENSG00000068394	ENSPPYG00000020334
ENSG00000068400	ENSPPYG00000020330
ENSG00000068438	ENSPPYG00000020309
ENSG00000068489	ENSPPYG00000008225
ENSG00000068615	ENSPPYG00000012213
ENSG00000068650	ENSPPYG00000005516
ENSG00000068654	ENSPPYG00000012217
ENSG00000068697	ENSPPYG00000012620
ENSG00000068724	ENSPPYG00000012432
ENSG00000068745	ENSPPYG00000013895
ENSG00000068784	ENSPPYG00000012444
ENSG00000068796	ENSPPYG00000015496
ENSG00000068831	ENSPPYG00000029839
ENSG00000068878	ENSPPYG00000012412
ENSG00000068885	ENSPPYG00000014255
ENSG00000068903	ENSPPYG00000009947
ENSG00000068912	ENSPPYG00000033647
ENSG00000068971	ENSPPYG00000003090
ENSG00000068976	ENSPPYG00000003099
ENSG00000068985	ENSPPYG00000020345
ENSG00000069011	ENSPPYG00000015797
ENSG00000069018	ENSPPYG00000015810
ENSG00000069020	ENSPPYG00000015518
ENSG00000069122	ENSPPYG00000016674
ENSG00000069188	ENSPPYG00000008591
ENSG00000069206	ENSPPYG00000018447
ENSG00000069248	ENSPPYG00000000126
ENSG00000069275	ENSPPYG00000039356
ENSG00000069329	ENSPPYG00000007732
ENSG00000069345	ENSPPYG00000007321
ENSG00000069399	ENSPPYG00000010095
ENSG00000069424	ENSPPYG00000001953
ENSG00000069431	ENSPPYG00000004358
ENSG00000069482	ENSPPYG00000002969
ENSG00000069493	ENSPPYG00000004254
ENSG00000069509	ENSPPYG00000020268
ENSG00000069535	ENSPPYG00000020264
ENSG00000069667	ENSPPYG00000006528
ENSG00000069696	ENSPPYG00000002876
ENSG00000069702	ENSPPYG00000001160
ENSG00000069764	ENSPPYG00000007126
ENSG00000069812	ENSPPYG00000032305
ENSG00000069869	ENSPPYG00000006501
ENSG00000069943	ENSPPYG00000006497
ENSG00000069956	ENSPPYG00000006482
ENSG00000069966	ENSPPYG00000036406
ENSG00000069974	ENSPPYG00000006496
ENSG00000069998	ENSPPYG00000019914
ENSG00000070010	ENSPPYG00000011580
ENSG00000070018	ENSPPYG00000029873
ENSG00000070019	ENSPPYG00000004320
ENSG00000070031	ENSPPYG00000002874
ENSG00000070047	ENSPPYG00000002879
ENSG00000070061	ENSPPYG00000019482
ENSG00000070081	ENSPPYG00000003454
ENSG00000070087	ENSPPYG00000031333
ENSG00000070159	ENSPPYG00000019488
ENSG00000070182	ENSPPYG00000005905
ENSG00000070190	ENSPPYG00000014954
ENSG00000070193	ENSPPYG00000015444
ENSG00000070214	ENSPPYG00000019470
ENSG00000070269	ENSPPYG00000040522
ENSG00000070366	ENSPPYG00000007790
ENSG00000070367	ENSPPYG00000005848
ENSG00000070371	ENSPPYG00000011576
ENSG00000070388	ENSPPYG00000009283
ENSG00000070404	ENSPPYG00000009285
ENSG00000070413	ENSPPYG00000011571
ENSG00000070423	ENSPPYG00000009284
ENSG00000070444	ENSPPYG00000035438
ENSG00000070476	ENSPPYG00000013453
ENSG00000070495	ENSPPYG00000008667
ENSG00000070501	ENSPPYG00000018551
ENSG00000070526	ENSPPYG00000008665
ENSG00000070540	ENSPPYG00000008575
ENSG00000070601	ENSPPYG00000019057
ENSG00000070610	ENSPPYG00000019086
ENSG00000070614	ENSPPYG00000015951
ENSG00000070669	ENSPPYG00000017790
ENSG00000070718	ENSPPYG00000018548
ENSG00000070731	ENSPPYG00000030815
ENSG00000070748	ENSPPYG00000002256
ENSG00000070756	ENSPPYG00000018790
ENSG00000070759	ENSPPYG00000001413
ENSG00000070761	ENSPPYG00000007403
ENSG00000070770	ENSPPYG00000007404
ENSG00000070778	ENSPPYG00000006052
ENSG00000070785	ENSPPYG00000001421
ENSG00000070808	ENSPPYG00000015946
ENSG00000070814	ENSPPYG00000015948
ENSG00000070831	ENSPPYG00000001755
ENSG00000070882	ENSPPYG00000017720
ENSG00000070886	ENSPPYG00000001751
ENSG00000070915	ENSPPYG00000007376
ENSG00000070950	ENSPPYG00000013688
ENSG00000070961	ENSPPYG00000004820
ENSG00000070985	ENSPPYG00000002931
ENSG00000071051	ENSPPYG00000012125
ENSG00000071054	ENSPPYG00000012107
ENSG00000071073	ENSPPYG00000012087
ENSG00000071082	ENSPPYG00000025870
ENSG00000071127	ENSPPYG00000014606
ENSG00000071189	ENSPPYG00000017757
ENSG00000071203	ENSPPYG00000003211
ENSG00000071205	ENSPPYG00000015112
ENSG00000071242	ENSPPYG00000017167
ENSG00000071243	ENSPPYG00000017945
ENSG00000071246	ENSPPYG00000006013
ENSG00000071282	ENSPPYG00000029530
ENSG00000071462	ENSPPYG00000017498
ENSG00000071537	ENSPPYG00000006043
ENSG00000071539	ENSPPYG00000015309
ENSG00000071553	ENSPPYG00000020877
ENSG00000071564	ENSPPYG00000009327
ENSG00000071575	ENSPPYG00000038287
ENSG00000071626	ENSPPYG00000009316
ENSG00000071655	ENSPPYG00000034186
ENSG00000071677	ENSPPYG00000013311
ENSG00000071794	ENSPPYG00000014193
ENSG00000071859	ENSPPYG00000020879
ENSG00000071889	ENSPPYG00000020884
ENSG00000071894	ENSPPYG00000018973
ENSG00000071909	ENSPPYG00000012921
ENSG00000071967	ENSPPYG00000012929
ENSG00000071991	ENSPPYG00000009227
ENSG00000071994	ENSPPYG00000029411
ENSG00000072041	ENSPPYG00000004807
ENSG00000072042	ENSPPYG00000005928
ENSG00000072062	ENSPPYG00000009638
ENSG00000072071	ENSPPYG00000009640
ENSG00000072080	ENSPPYG00000013298
ENSG00000072110	ENSPPYG00000005935
ENSG00000072121	ENSPPYG00000005930
ENSG00000072133	ENSPPYG00000020513
ENSG00000072134	ENSPPYG00000008061
ENSG00000072135	ENSPPYG00000039678
ENSG00000072163	ENSPPYG00000012763
ENSG00000072182	ENSPPYG00000013210
ENSG00000072195	ENSPPYG00000013208
ENSG00000072201	ENSPPYG00000014772
ENSG00000072210	ENSPPYG00000008838
ENSG00000072274	ENSPPYG00000014434
ENSG00000072310	ENSPPYG00000008037
ENSG00000072315	ENSPPYG00000020638
ENSG00000072364	ENSPPYG00000015775
ENSG00000072401	ENSPPYG00000002431
ENSG00000072415	ENSPPYG00000005919
ENSG00000072422	ENSPPYG00000002420
ENSG00000072501	ENSPPYG00000020374
ENSG00000072506	ENSPPYG00000020376
ENSG00000072518	ENSPPYG00000003125
ENSG00000072571	ENSPPYG00000016019
ENSG00000072609	ENSPPYG00000005149
ENSG00000072657	ENSPPYG00000004779
ENSG00000072682	ENSPPYG00000015755
ENSG00000072694	ENSPPYG00000000593
ENSG00000072736	ENSPPYG00000007483
ENSG00000072756	ENSPPYG00000013702
ENSG00000072778	ENSPPYG00000007898
ENSG00000072786	ENSPPYG00000016041
ENSG00000072803	ENSPPYG00000016040
ENSG00000072818	ENSPPYG00000007909
ENSG00000072832	ENSPPYG00000029716
ENSG00000072840	ENSPPYG00000014592
ENSG00000072849	ENSPPYG00000007872
ENSG00000072858	ENSPPYG00000013538
ENSG00000072864	ENSPPYG00000007132
ENSG00000072952	ENSPPYG00000003487
ENSG00000072954	ENSPPYG00000009695
ENSG00000072958	ENSPPYG00000009686
ENSG00000073008	ENSPPYG00000010092
ENSG00000073050	ENSPPYG00000010063
ENSG00000073060	ENSPPYG00000005103
ENSG00000073067	ENSPPYG00000017291
ENSG00000073111	ENSPPYG00000013443
ENSG00000073146	ENSPPYG00000011974
ENSG00000073150	ENSPPYG00000011975
ENSG00000073169	ENSPPYG00000011977
ENSG00000073282	ENSPPYG00000014401
ENSG00000073331	ENSPPYG00000015007
ENSG00000073350	ENSPPYG00000008630
ENSG00000073417	ENSPPYG00000006885
ENSG00000073464	ENSPPYG00000020118
ENSG00000073536	ENSPPYG00000008180
ENSG00000073578	ENSPPYG00000015298
ENSG00000073584	ENSPPYG00000008456
ENSG00000073598	ENSPPYG00000008179
ENSG00000073605	ENSPPYG00000008474
ENSG00000073614	ENSPPYG00000004132
ENSG00000073670	ENSPPYG00000008324
ENSG00000073711	ENSPPYG00000014127
ENSG00000073712	ENSPPYG00000005823
ENSG00000073734	ENSPPYG00000012908
ENSG00000073737	ENSPPYG00000012909
ENSG00000073754	ENSPPYG00000000688
ENSG00000073756	ENSPPYG00000000408
ENSG00000073792	ENSPPYG00000014373
ENSG00000073803	ENSPPYG00000014365
ENSG00000073849	ENSPPYG00000014388
ENSG00000073861	ENSPPYG00000008879
ENSG00000073910	ENSPPYG00000005262
ENSG00000073921	ENSPPYG00000003744
ENSG00000073969	ENSPPYG00000008293
ENSG00000074047	ENSPPYG00000012778
ENSG00000074054	ENSPPYG00000012776
ENSG00000074071	ENSPPYG00000006962
ENSG00000074181	ENSPPYG00000009668
ENSG00000074201	ENSPPYG00000003712
ENSG00000074211	ENSPPYG00000014588
ENSG00000074219	ENSPPYG00000010243
ENSG00000074266	ENSPPYG00000003745
ENSG00000074276	ENSPPYG00000016152
ENSG00000074317	ENSPPYG00000016076
ENSG00000074319	ENSPPYG00000003434
ENSG00000074356	ENSPPYG00000007823
ENSG00000074370	ENSPPYG00000007826
ENSG00000074410	ENSPPYG00000006540
ENSG00000074416	ENSPPYG00000013440
ENSG00000074527	ENSPPYG00000004846
ENSG00000074582	ENSPPYG00000013179
ENSG00000074590	ENSPPYG00000004902
ENSG00000074603	ENSPPYG00000006568
ENSG00000074621	ENSPPYG00000006571
ENSG00000074657	ENSPPYG00000039792
ENSG00000074660	ENSPPYG00000007775
ENSG00000074695	ENSPPYG00000033447
ENSG00000074696	ENSPPYG00000006569
ENSG00000074706	ENSPPYG00000017119
ENSG00000074755	ENSPPYG00000007828
ENSG00000074771	ENSPPYG00000017125
ENSG00000074803	ENSPPYG00000006453
ENSG00000074842	ENSPPYG00000009414
ENSG00000074855	ENSPPYG00000009708
ENSG00000074935	ENSPPYG00000016932
ENSG00000074964	ENSPPYG00000001805
ENSG00000074966	ENSPPYG00000014715
ENSG00000075035	ENSPPYG00000004916
ENSG00000075043	ENSPPYG00000011234
ENSG00000075073	ENSPPYG00000002382
ENSG00000075089	ENSPPYG00000004864
ENSG00000075131	ENSPPYG00000031745
ENSG00000075142	ENSPPYG00000017838
ENSG00000075151	ENSPPYG00000001764
ENSG00000075188	ENSPPYG00000004879
ENSG00000075213	ENSPPYG00000017855
ENSG00000075218	ENSPPYG00000011948
ENSG00000075223	ENSPPYG00000017861
ENSG00000075234	ENSPPYG00000011946
ENSG00000075239	ENSPPYG00000003843
ENSG00000075240	ENSPPYG00000011952
ENSG00000075275	ENSPPYG00000011950
ENSG00000075290	ENSPPYG00000002568
ENSG00000075292	ENSPPYG00000029854
ENSG00000075303	ENSPPYG00000017841
ENSG00000075336	ENSPPYG00000009239
ENSG00000075340	ENSPPYG00000012321
ENSG00000075388	ENSPPYG00000002958
ENSG00000075391	ENSPPYG00000000473
ENSG00000075399	ENSPPYG00000007672
ENSG00000075407	ENSPPYG00000002205
ENSG00000075413	ENSPPYG00000006170
ENSG00000075415	ENSPPYG00000004858
ENSG00000075420	ENSPPYG00000014301
